ICRISAT_ac,Table_name,Mission_co,Collectors,Alternate_,Local_name,Species_nu,Cultivar_n,Biological,Donor_coop,Donor_coun,Date_recei,Date_of_co,Source_cou,Province,Location,Latitude,Longitude,Elevation,Genus,Species,Sauthor,Subsp
19304,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 10646,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19305,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 10647,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19306,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11001,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19307,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11002,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19312,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11008,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19313,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11009,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19316,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11012,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19322,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11022,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19325,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11030,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19330,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11038,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19331,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11039,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19332,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11040,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19333,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11041,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19334,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11042,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19337,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11045,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19341,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11052,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19345,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11056,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19347,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11058,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19348,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11059,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19349,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11060,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19351,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11063,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19355,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11072,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19357,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11074,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19358,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11077,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19360,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11081,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19364,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11088,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19366,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11090,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19367,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11091,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19370,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11095,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19371,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11099,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19374,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11103,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19380,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11109,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19381,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11110,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
19386,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,WM 11205,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-1294,SDN,09/01/1975,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
9669,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Manawan,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
9672,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Tadal,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
9677,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Alnet,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
9681,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Ajak sweet,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
9760,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Feterita geshain R,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
9784,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Sfara white nile,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
9956,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,B 138,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,El Gezira,Gezira,11.19,24.15,0,Sorghum,bicolor,(L.) Moench,bicolor
22933,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,K 42,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0964,ITA,11/12/1980,,SDN,Kordofan,Al Lagow; South Kordofan,11.24,29.08,0,Sorghum,bicolor,(L.) Moench,bicolor
3510,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Kobia,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,,Nubah Mounts,11.25,30.01,0,Sorghum,bicolor,(L.) Moench,bicolor
23011,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,K 124,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0964,ITA,11/12/1980,,SDN,,Rasshat,11.5,31.030001,0,Sorghum,bicolor,(L.) Moench,bicolor
22421,ICRISATSOSORGHUM,ICRISAT-MISN-058,PIA 106-2,,Wad mughbash,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,09/11/1980,11/23/1979,SDN,Blue Nile,Buck,11.67,34.169998,560,Sorghum,bicolor,(L.) Moench,bicolor
22455,ICRISATSOSORGHUM,ICRISAT-MISN-058,PIA 143-2,,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,09/11/1980,11/25/1979,SDN,An-Nil al-Azraq,Abu Ramad; Blue Nile,11.88,34.360001,440,Sorghum,bicolor,(L.) Moench,bicolor
22458,ICRISATSOSORGHUM,ICRISAT-MISN-058,PIA 148-1,,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,09/11/1980,11/25/1979,SDN,Central,Amarasazili; Damazin 61NW,12,34.330002,430,Sorghum,bicolor,(L.) Moench,bicolor
22453,ICRISATSOSORGHUM,ICRISAT-MISN-058,PIA 141-1,,Zerazera,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,09/11/1980,11/25/1979,SDN,An-Nil al-Azraq,Bel-ar,12,34.330002,450,Sorghum,bicolor,(L.) Moench,bicolor
22925,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,K 33,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0964,ITA,11/12/1980,,SDN,Kordofan,Dilling; South Kordofan,12.02,29.389999,0,Sorghum,bicolor,(L.) Moench,bicolor
23017,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,K 133,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0964,ITA,11/12/1980,,SDN,,Abu Kereshola,12.08,30.469999,0,Sorghum,bicolor,(L.) Moench,bicolor
22914,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,K 23,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0964,ITA,11/12/1980,,SDN,Kordofan,Abu Zabad; North Kordofan,12.2,29.139999,0,Sorghum,bicolor,(L.) Moench,bicolor
6924,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Mugbash 2,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,Central,Abu Naamah; Blue Nile,12.43,34.07,0,Sorghum,bicolor,(L.) Moench,bicolor
22960,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,K 73,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0964,ITA,11/12/1980,,SDN,Central,Umm Dam; White Nile,12.43,31.49,0,Sorghum,bicolor,(L.) Moench,bicolor
22409,ICRISATSOSORGHUM,ICRISAT-MISN-058,PIA 85-1,,Dabar,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,09/11/1980,11/22/1979,SDN,Central,Wad el Nile,12.67,33.830002,420,Sorghum,bicolor,(L.) Moench,bicolor
22463,ICRISATSOSORGHUM,ICRISAT-MISN-058,PIA 156,,Zerazera,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,09/11/1980,11/25/1979,SDN,An-Nil al-Azraq,Singa; Blue Nile,13.15,33.919998,400,Sorghum,bicolor,(L.) Moench,bicolor
22465,ICRISATSOSORGHUM,ICRISAT-MISN-058,PIA 158,,Zerazera,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,09/11/1980,11/25/1979,SDN,An-Nil al-Azraq,Singa; Blue Nile,13.15,33.919998,400,Sorghum,bicolor,(L.) Moench,bicolor
22467,ICRISATSOSORGHUM,ICRISAT-MISN-058,PIA 160,,Zerazera,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,09/11/1980,11/25/1979,SDN,An-Nil al-Azraq,Singa; Blue Nile,13.15,33.919998,400,Sorghum,bicolor,(L.) Moench,bicolor
22473,ICRISATSOSORGHUM,ICRISAT-MISN-058,PIA 167,,Dabar,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,09/11/1980,11/25/1979,SDN,An-Nil al-Azraq,Singa; Blue Nile,13.15,33.919998,400,Sorghum,bicolor,(L.) Moench,bicolor
22476,ICRISATSOSORGHUM,ICRISAT-MISN-058,PIA 170,,Dabar,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,09/11/1980,11/25/1979,SDN,An-Nil al-Azraq,Singa; Blue Nile,13.15,33.919998,400,Sorghum,bicolor,(L.) Moench,bicolor
22480,ICRISATSOSORGHUM,ICRISAT-MISN-058,PIA 175-1,,Feterita,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,09/11/1980,11/25/1979,SDN,Sannar,Sannar,13.54,33.360001,400,Sorghum,bicolor,(L.) Moench,bicolor
22397,ICRISATSOSORGHUM,ICRISAT-MISN-058,PGI 64-1,,Mayo,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,09/11/1980,11/14/1979,SDN,Kassala,Sabarna,14,35.299999,560,Sorghum,bicolor,(L.) Moench,bicolor
3442,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Abusari,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,Kordofan,Maafa; North Kordofan,14.03,30.25,0,Sorghum,bicolor,(L.) Moench,bicolor
22365,ICRISATSOSORGHUM,ICRISAT-MISN-058,PGI 23,,Feterita aryana,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,09/11/1980,11/12/1979,SDN,Kassala,Gedaref,14.04,35.220001,580,Sorghum,bicolor,(L.) Moench,bicolor
14446,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,Eastern,Gedaref; Kassala,14.04,35.220001,580,Sorghum,bicolor,(L.) Moench,bicolor
9738,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Mayo,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,El Gezira,Haroun BNP Fung,14.24,23.290001,0,Sorghum,bicolor,(L.) Moench,bicolor
10230,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Wad fahal durra,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,Wad Medani,,14.24,33.299999,0,Sorghum,bicolor,(L.) Moench,bicolor
2296,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Q2-3-6; PI 217790,Akedkwet,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,Wad Medani,,14.24,33.299999,0,Sorghum,bicolor,(L.) Moench,bicolor
2328,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Q2-3-36; PI 217881,Malwal,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,Wad Medani,,14.24,33.299999,0,Sorghum,bicolor,(L.) Moench,bicolor
22904,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,K 10,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0964,ITA,11/12/1980,,SDN,,Umm Sayyalah,14.25,31.1,0,Sorghum,bicolor,(L.) Moench,bicolor
22999,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,K 111,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0964,ITA,11/12/1980,,SDN,Darfur,Abu Guya; Northern Darfur,14.3,22.57,0,Sorghum,bicolor,(L.) Moench,bicolor
23000,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,K 112,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0964,ITA,11/12/1980,,SDN,Darfur,Abu Guya; Northern Darfur,14.3,22.57,0,Sorghum,bicolor,(L.) Moench,bicolor
3462,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Barking,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,Darfur,Abu Guya; Northern Darfur,14.3,22.57,0,Sorghum,bicolor,(L.) Moench,bicolor
9726,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Feterita fayoumi,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,Central,Wad Medani; El Gezira,14.4,33.529999,480,Sorghum,bicolor,(L.) Moench,bicolor
22406,ICRISATSOSORGHUM,ICRISAT-MISN-058,PGI 80-1,,Feterita,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,09/11/1980,11/20/1979,SDN,Gezira,El Rafda (Rufa),14.75,33.360001,410,Sorghum,bicolor,(L.) Moench,bicolor
6975,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Feterita halwin,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,Central,Kamlin BNP; El Gazira,15.04,33.099998,0,Sorghum,bicolor,(L.) Moench,bicolor
10284,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,Market sample khartoum,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,Khartoum,Khartoum,15.34,32.310001,0,Sorghum,bicolor,(L.) Moench,bicolor
22389,ICRISATSOSORGHUM,ICRISAT-MISN-058,PGI 53-1,,Shamsum,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,09/11/1980,11/13/1979,SDN,Kassala,Kafai,15.46,36.380001,570,Sorghum,bicolor,(L.) Moench,bicolor
23384,ICRISATSOSORGHUM,ICRISAT-MISN-058,PGI 55,,Tetron,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,09/11/1980,11/13/1979,SDN,Kassala,Kafai,15.46,36.380001,570,Sorghum,bicolor,(L.) Moench,bicolor
22398,ICRISATSOSORGHUM,ICRISAT-MISN-058,PGI 65-1,,Ras-el-grid,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-N/A,N/A,09/11/1980,11/14/1979,SDN,Eastern,Samsum 16SW,15.46,36.389999,500,Sorghum,bicolor,(L.) Moench,bicolor
23042,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,KA 40,,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0964,ITA,11/12/1980,,SDN,Darfur,Idd al Jallabah; Northern Darfur,18.09,26.379999,0,Sorghum,bicolor,(L.) Moench,bicolor
9815,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,,Feterita duein,3573,,Traditional cultivar/Landrace,ICRISAT-COOP-0834,IND,05/10/1974,,SDN,El Gezira,Umm Dueima BNP; White Nile,19.139999,32.400002,0,Sorghum,bicolor,(L.) Moench,bicolor
20066,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 1913,Mourkio,3565,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,,Tiokoye,12.38,-12.4,0,Sorghum,bicolor,(L.) Moench,bicolor
20081,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 1902,,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,S. Oriental,Sangola,12.4,-12.26,0,Sorghum,bicolor,(L.) Moench,bicolor
20082,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 1903,,3562,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,S. Oriental,Sangola,12.4,-12.26,0,Sorghum,bicolor,(L.) Moench,bicolor
20051,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 1861,Nienikel,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,,Bara,12.43,-12.2,0,Sorghum,bicolor,(L.) Moench,bicolor
20060,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 1860,Bodya,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,,Bara,12.43,-12.2,0,Sorghum,bicolor,(L.) Moench,bicolor
20072,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 1918,Sambadyabo,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,,Dakateli,12.47,-12.65,0,Sorghum,bicolor,(L.) Moench,bicolor
20069,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 1912,Kinto,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,,Koumafele,12.47,-12.5,0,Sorghum,bicolor,(L.) Moench,bicolor
20079,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 1910,Bayeri,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,,N'debou,12.52,-12.43,0,Sorghum,bicolor,(L.) Moench,bicolor
20068,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 1908,,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,,Bandafassi,12.53,-12.32,0,Sorghum,bicolor,(L.) Moench,bicolor
20074,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 1909,,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,,Bandafassi,12.53,-12.32,0,Sorghum,bicolor,(L.) Moench,bicolor
20089,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 1916,Binial,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,,Landieni,12.55,-12.37,0,Sorghum,bicolor,(L.) Moench,bicolor
20146,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 2039,Bassi wende,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,,N'diama,12.56,-15.65,0,Sorghum,bicolor,(L.) Moench,bicolor
20078,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 1894,,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,,Fadekounda,12.57,-11.88,0,Sorghum,bicolor,(L.) Moench,bicolor
20077,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 1923,Dilli ivoira,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,,Etiolo,12.58,-12.83,0,Sorghum,bicolor,(L.) Moench,bicolor
20083,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 1925,Dilli ifechar,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,,Etiolo,12.58,-12.83,0,Sorghum,bicolor,(L.) Moench,bicolor
20090,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 1924,Anisso,3560,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,,Etiolo,12.58,-12.83,0,Sorghum,bicolor,(L.) Moench,bicolor
20128,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 2016,Kinto,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,Casamance,Tanaf,12.65,-15.43,0,Sorghum,bicolor,(L.) Moench,bicolor
20144,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 2017,Kinto,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,Casamance,Tanaf,12.65,-15.43,0,Sorghum,bicolor,(L.) Moench,bicolor
20137,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 2024,Otiomp,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,Casamance,Niaguis,12.67,-16.17,0,Sorghum,bicolor,(L.) Moench,bicolor
20127,ICRISATSOSORGHUM,ICRISAT-MISN-N/A,,SG 2023,Otiomp,3568,,Traditional cultivar/Landrace,ICRISAT-COOP-0288,FRA,11/01/1978,,SEN,Casamance,Adeane,12.7,-15.98,0,Sorghum,bicolor,(L.) Moench,bicolor
